V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,binaryClass
238.0,1970.0,47.0,7.0,3,13,1.75728e+17,1.95989e+17,2.02e+17,2.2e+17,2.45e+17,2.67936e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.41316e+17,3.44177e+17,3.66413e+17,3.84428e+17,290.0,2.0,?,1
293.0,1980.0,231.0,11.0,3,6,1.72633e+17,1.95989e+17,2.07e+17,2.19e+17,2.45e+17,2.52357e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.26258e+17,3.58119e+17,3.76133e+17,3.84428e+17,178.0,34.0,4.08e+17,1
137.0,1970.0,14.0,1.0,9,11,1.76678e+17,1.95989e+17,2.01e+17,2.27e+17,2.37e+17,2.63257e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27552e+17,3.48399e+17,3.76133e+17,3.84428e+17,384.0,187.0,?,1
83.0,1986.0,121.0,?,6,40,1.75617e+17,1.95989e+17,2.06e+17,2.17e+17,2.35e+17,2.66791e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.27438e+17,3.58119e+17,3.76133e+17,3.84428e+17,382.0,53.0,?,1
180.0,1986.0,135.0,4.0,3,4,1.71801e+17,1.95989e+17,2.12e+17,2.27e+17,2.43e+17,2.67838e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33242e+17,3.48399e+17,3.76133e+17,3.94148e+17,242.0,166.0,?,1
246.0,1970.0,?,?,1,22,1.70273e+17,1.95989e+17,2.07e+17,?,2.41e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,1.0,108.0,?,1
256.0,1983.0,?,?,2,10,1.72607e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.30835e+17,3.58119e+17,3.66413e+17,3.84428e+17,2.0,36.0,?,1
265.0,1980.0,?,?,3,8,1.77587e+17,1.95989e+17,2.02e+17,?,2.45e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34829e+17,3.48399e+17,3.76133e+17,3.84428e+17,10.0,195.0,?,1
67.0,1980.0,19.0,?,24,25,1.73518e+17,1.95989e+17,2.16e+17,2.24e+17,2.45e+17,2.6127e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,355.0,12.0,?,1
91.0,1970.0,15.0,?,5,46,1.6511e+17,1.95989e+17,1.99e+17,2.2e+17,2.46e+17,2.55794e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40899e+17,3.48399e+17,3.66413e+17,3.84428e+17,327.0,19.0,?,1
214.0,1983.0,202.0,49.0,0,5,1.69382e+17,1.95989e+17,2.04e+17,2.32e+17,2.35e+17,2.57908e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.39481e+17,3.58119e+17,3.66413e+17,3.84428e+17,69.0,9.0,?,1
221.0,1980.0,?,?,1,4,1.74664e+17,1.95989e+17,2.02e+17,?,2.44e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.41197e+17,3.48399e+17,3.66413e+17,3.84428e+17,17.0,263.0,?,1
90.0,1986.0,92.0,3.0,4,6,1.656e+17,1.95989e+17,2.05e+17,2.22e+17,2.43e+17,2.70038e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31234e+17,3.58119e+17,3.66413e+17,3.84428e+17,189.0,3.0,?,1
235.0,1983.0,886.0,96.0,9,33,1.65289e+17,1.95989e+17,2.1e+17,2.3e+17,2.43e+17,2.67763e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.3809e+17,3.48399e+17,3.66413e+17,3.84428e+17,42.0,3.0,?,1
351.0,1986.0,114.0,5.0,7,25,1.66977e+17,1.95989e+17,2.11e+17,2.21e+17,2.41e+17,2.69554e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.27524e+17,3.44177e+17,3.76133e+17,3.84428e+17,213.0,5.0,4.07e+17,1
238.0,1986.0,83.0,8.0,6,7,1.66089e+17,1.95989e+17,2.01e+17,2.34e+17,2.37e+17,2.61905e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.42157e+17,3.48399e+17,3.76133e+17,3.84428e+17,117.0,179.0,?,1
257.0,1986.0,263.0,32.0,0,4,1.67221e+17,1.95989e+17,2.01e+17,2.17e+17,2.5e+17,2.55877e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40299e+17,3.58119e+17,3.76133e+17,3.94148e+17,97.0,27.0,?,1
188.0,1970.0,?,?,10,21,1.68482e+17,1.95989e+17,2.16e+17,?,2.45e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.36912e+17,3.44177e+17,3.76133e+17,3.94148e+17,31.0,96.0,?,1
207.0,1983.0,1435.0,140.0,5,9,1.6265e+17,1.95989e+17,2.12e+17,2.22e+17,2.44e+17,2.68238e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.28841e+17,3.48399e+17,3.76133e+17,3.84428e+17,54.0,310.0,?,0
208.0,1970.0,227.0,45.0,1,16,1.67289e+17,1.95989e+17,2.05e+17,2.23e+17,2.37e+17,2.6497e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.373e+17,3.44177e+17,3.76133e+17,3.94148e+17,78.0,6.0,?,0
285.0,1980.0,63.0,3.0,19,26,1.76309e+17,1.95989e+17,2.07e+17,2.33e+17,2.46e+17,2.61221e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39348e+17,3.58119e+17,3.66413e+17,3.84428e+17,241.0,39.0,?,1
228.0,1983.0,?,?,17,39,1.73284e+17,1.95989e+17,1.98e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.31858e+17,3.58119e+17,3.66413e+17,3.84428e+17,18.0,47.0,?,1
319.0,1980.0,59.0,3.0,8,19,1.76874e+17,1.95989e+17,2.06e+17,2.26e+17,2.41e+17,2.62009e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.38902e+17,3.58119e+17,3.66413e+17,3.84428e+17,180.0,24.0,?,1
243.0,1970.0,?,?,1,40,1.71653e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.29319e+17,3.44177e+17,3.76133e+17,3.84428e+17,11.0,39.0,?,1
212.0,1986.0,?,?,0,4,1.79518e+17,1.95989e+17,2.11e+17,?,2.46e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.29091e+17,3.44177e+17,3.66413e+17,3.84428e+17,34.0,56.0,?,0
253.0,1983.0,?,?,0,12,1.78804e+17,1.95989e+17,2.13e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.30283e+17,3.58119e+17,3.76133e+17,3.84428e+17,1.0,43.0,?,1
370.0,?,?,?,4,8,1.68124e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,2.0,211.0,?,1
207.0,1983.0,1426.0,140.0,3,5,1.6265e+17,1.95989e+17,2.12e+17,2.22e+17,2.44e+17,2.68238e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.30338e+17,3.44177e+17,3.76133e+17,3.94148e+17,50.0,12.0,?,1
191.0,1986.0,?,?,0,18,1.75414e+17,1.95989e+17,2.02e+17,?,2.45e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.27507e+17,3.48399e+17,3.76133e+17,3.84428e+17,16.0,551.0,?,1
479.0,?,?,?,0,5,1.67053e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.40659e+17,3.58119e+17,3.76133e+17,3.94148e+17,25.0,59.0,?,1
194.0,1983.0,?,?,4,19,1.73057e+17,1.95989e+17,2.09e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38902e+17,3.58119e+17,3.66413e+17,3.84428e+17,15.0,26.0,?,1
194.0,1986.0,120.0,4.0,10,17,1.76131e+17,1.95989e+17,2.06e+17,2.21e+17,2.44e+17,2.67506e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.39441e+17,3.48399e+17,3.66413e+17,3.84428e+17,124.0,558.0,?,1
168.0,1980.0,22.0,3.0,14,43,1.72314e+17,1.95989e+17,2.02e+17,2.23e+17,2.37e+17,2.56389e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.24805e+17,3.58119e+17,3.76133e+17,3.84428e+17,398.0,11.0,?,1
86.0,1970.0,4.0,1.0,38,71,1.67172e+17,1.95989e+17,2e+17,2.21e+17,2.46e+17,2.58652e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.35241e+17,3.48399e+17,3.76133e+17,3.84428e+17,385.0,170.0,?,1
225.0,1980.0,462.0,43.0,5,8,1.69952e+17,1.95989e+17,2.1e+17,2.17e+17,2.39e+17,2.6908e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.66413e+17,3.84428e+17,84.0,29.0,?,1
271.0,1983.0,2045.0,187.0,3,8,1.78663e+17,1.95989e+17,1.99e+17,2.26e+17,2.4e+17,2.5251e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.40699e+17,3.58119e+17,3.66413e+17,3.84428e+17,48.0,1.0,?,1
228.0,1983.0,?,?,4,10,1.73284e+17,1.95989e+17,1.98e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.29398e+17,3.48399e+17,3.76133e+17,3.94148e+17,18.0,356.0,?,1
251.0,1986.0,1437.0,100.0,11,17,1.71535e+17,1.95989e+17,2e+17,2.3e+17,2.44e+17,2.60616e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.28722e+17,3.58119e+17,3.66413e+17,3.84428e+17,57.0,325.0,?,1
248.0,1980.0,?,?,5,17,1.69336e+17,1.95989e+17,2.02e+17,?,2.4e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.66413e+17,3.84428e+17,1.0,28.0,?,1
244.0,1986.0,2735.0,151.0,0,4,1.73521e+17,1.95989e+17,2.1e+17,2.18e+17,2.47e+17,2.6879e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.39763e+17,3.44177e+17,3.66413e+17,3.84428e+17,58.0,12.0,?,1
273.0,1970.0,18.0,1.0,4,20,1.74067e+17,1.95989e+17,2.12e+17,2.19e+17,2.36e+17,2.53071e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.30425e+17,3.58119e+17,3.76133e+17,3.94148e+17,203.0,1.0,?,1
299.0,1970.0,131.0,2.0,4,13,1.72195e+17,1.95989e+17,2.01e+17,2.23e+17,2.38e+17,2.56185e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.31876e+17,3.48399e+17,3.66413e+17,3.84428e+17,185.0,350.0,?,1
341.0,1986.0,212.0,29.0,7,9,1.77761e+17,1.95989e+17,2.07e+17,2.31e+17,2.39e+17,2.61044e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.27259e+17,3.44177e+17,3.66413e+17,3.84428e+17,103.0,77.0,?,1
91.0,1986.0,43.0,?,19,45,1.63069e+17,1.95989e+17,2.12e+17,2.18e+17,2.45e+17,2.54827e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.26905e+17,3.44177e+17,3.76133e+17,3.94148e+17,372.0,21.0,?,1
217.0,1970.0,?,?,12,22,1.65166e+17,1.95989e+17,2.06e+17,?,2.45e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,34.0,108.0,?,1
281.0,1980.0,?,?,5,9,1.74195e+17,1.95989e+17,2e+17,?,2.51e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.32212e+17,3.48399e+17,3.76133e+17,3.94148e+17,16.0,249.0,?,1
76.0,1980.0,7.0,1.0,0,6,1.74646e+17,1.95989e+17,2.08e+17,2.23e+17,2.45e+17,2.57844e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.3666e+17,3.58119e+17,3.66413e+17,3.84428e+17,388.0,5.0,?,1
342.0,1970.0,10.0,?,12,39,1.65916e+17,1.95989e+17,2.1e+17,2.22e+17,2.4e+17,2.55097e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,274.0,208.0,?,1
103.0,1970.0,62.0,2.0,15,23,1.74877e+17,1.95989e+17,2.08e+17,2.25e+17,2.4e+17,2.53317e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.41197e+17,3.48399e+17,3.66413e+17,3.84428e+17,333.0,265.0,?,1
103.0,1970.0,38.0,2.0,4,12,1.74877e+17,1.95989e+17,2.08e+17,2.25e+17,2.4e+17,2.53317e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27417e+17,3.44177e+17,3.66413e+17,3.84428e+17,328.0,31.0,?,0
250.0,1970.0,?,?,6,29,1.77071e+17,1.95989e+17,2.02e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.32681e+17,3.58119e+17,3.76133e+17,3.94148e+17,20.0,93.0,?,1
122.0,1986.0,11.0,?,26,39,1.70674e+17,1.95989e+17,2.01e+17,2.16e+17,2.45e+17,2.52389e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,312.0,213.0,?,1
259.0,1980.0,1031.0,109.0,10,30,1.78956e+17,1.95989e+17,2.07e+17,2.26e+17,2.46e+17,2.61998e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,60.0,8.0,4.03e+17,1
248.0,1980.0,?,?,5,6,1.69336e+17,1.95989e+17,2.02e+17,?,2.4e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31327e+17,3.44177e+17,3.66413e+17,3.84428e+17,6.0,1.0,4.08e+17,1
356.0,1980.0,40.0,4.0,0,4,1.72507e+17,1.95989e+17,2e+17,2.3e+17,2.38e+17,2.56759e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.25651e+17,3.58119e+17,3.76133e+17,3.84428e+17,127.0,33.0,?,1
250.0,1983.0,?,?,5,16,1.79516e+17,1.95989e+17,2.06e+17,?,2.4e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.42217e+17,3.48399e+17,3.76133e+17,3.84428e+17,22.0,163.0,?,1
687.0,?,?,?,8,11,1.69941e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.39057e+17,3.48399e+17,3.76133e+17,3.94148e+17,65.0,480.0,?,1
263.0,1980.0,48.0,3.0,3,8,1.67703e+17,1.95989e+17,2.06e+17,2.22e+17,2.37e+17,2.63417e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34128e+17,3.48399e+17,3.66413e+17,3.84428e+17,223.0,210.0,4.07e+17,0
219.0,1986.0,125.0,21.0,6,8,1.73912e+17,1.95989e+17,2.01e+17,2.33e+17,2.44e+17,2.56759e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33402e+17,3.48399e+17,3.66413e+17,3.84428e+17,95.0,285.0,?,1
703.0,?,?,?,0,7,1.72053e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.28097e+17,3.44177e+17,3.76133e+17,3.94148e+17,37.0,18.0,?,1
220.0,1980.0,1082.0,45.0,2,10,1.7848e+17,1.95989e+17,2.16e+17,2.34e+17,2.43e+17,2.65926e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.37369e+17,3.58119e+17,3.76133e+17,3.84428e+17,79.0,13.0,?,0
238.0,1970.0,135.0,14.0,3,9,1.75728e+17,1.95989e+17,2.02e+17,2.2e+17,2.45e+17,2.67936e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.35516e+17,3.58846e+17,3.76861e+17,3.94875e+17,295.0,?,?,1
229.0,1986.0,71.0,2.0,1,36,1.7498e+17,1.95989e+17,2.01e+17,2.21e+17,2.46e+17,2.69996e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38075e+17,3.48399e+17,3.76133e+17,3.84428e+17,227.0,304.0,3.97e+17,1
220.0,1980.0,?,?,1,8,1.62791e+17,1.95989e+17,2.01e+17,?,2.46e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39238e+17,3.58119e+17,3.76133e+17,3.84428e+17,19.0,134.0,?,1
192.0,1980.0,18.0,?,12,15,1.79043e+17,1.95989e+17,2.11e+17,2.21e+17,2.44e+17,2.6127e+17,2.76013e+17,2.94356e+17,3.22817e+17,3.36244e+17,3.58119e+17,3.66413e+17,3.84428e+17,253.0,164.0,?,1
259.0,1986.0,?,?,2,22,1.62593e+17,1.95989e+17,2.12e+17,?,2.37e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.25649e+17,3.48399e+17,3.66413e+17,3.84428e+17,5.0,170.0,?,1
253.0,1983.0,?,?,3,5,1.78804e+17,1.95989e+17,2.13e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38302e+17,3.58119e+17,3.76133e+17,3.94148e+17,2.0,26.0,?,1
257.0,1970.0,?,?,1,8,1.70376e+17,1.95989e+17,1.99e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.39522e+17,3.58119e+17,3.76133e+17,3.94148e+17,1.0,359.0,?,1
63.0,1980.0,136.0,2.0,2,11,1.65052e+17,1.95989e+17,2.04e+17,2.26e+17,2.41e+17,2.53693e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.39383e+17,3.58846e+17,3.76861e+17,3.94875e+17,402.0,?,?,1
95.0,1980.0,39.0,?,3,6,1.7292e+17,1.95989e+17,2.07e+17,2.28e+17,2.38e+17,2.61771e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.29411e+17,3.58119e+17,3.76133e+17,3.84428e+17,402.0,261.0,?,1
293.0,1980.0,?,?,15,22,1.71158e+17,1.95989e+17,2.01e+17,?,2.37e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.37899e+17,3.58846e+17,3.76861e+17,3.94875e+17,14.0,?,?,1
228.0,1983.0,?,?,8,38,1.73284e+17,1.95989e+17,1.98e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.31849e+17,3.48399e+17,3.66413e+17,3.84428e+17,18.0,4.0,?,0
144.0,1980.0,3.0,?,6,39,1.75216e+17,1.95989e+17,2e+17,2.26e+17,2.45e+17,2.65256e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,293.0,284.0,?,1
213.0,1983.0,?,?,5,17,1.63214e+17,1.95989e+17,2.12e+17,?,2.37e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.2958e+17,3.48399e+17,3.66413e+17,3.84428e+17,17.0,34.0,?,1
63.0,1980.0,44.0,2.0,10,24,1.65052e+17,1.95989e+17,2.04e+17,2.26e+17,2.41e+17,2.53693e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.2508e+17,3.58846e+17,3.76861e+17,3.94875e+17,395.0,?,?,1
237.0,1983.0,?,?,7,31,1.72758e+17,1.95989e+17,2.14e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,14.0,281.0,?,1
89.0,1986.0,42.0,?,9,11,1.74128e+17,1.95989e+17,2.06e+17,2.31e+17,2.4e+17,2.54653e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.24321e+17,3.58119e+17,3.66413e+17,3.84428e+17,358.0,31.0,?,1
247.0,1980.0,51.0,3.0,34,38,1.79786e+17,1.95989e+17,2e+17,2.33e+17,2.44e+17,2.54312e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.3808e+17,3.58119e+17,3.76133e+17,3.94148e+17,136.0,307.0,?,1
284.0,1986.0,15.0,?,26,35,1.64747e+17,1.95989e+17,2.09e+17,2.27e+17,2.44e+17,2.55809e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,271.0,283.0,?,1
438.0,1970.0,87.0,27.0,7,8,1.73058e+17,1.95989e+17,2e+17,2.19e+17,2.45e+17,2.69938e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.36851e+17,3.48399e+17,3.76133e+17,3.84428e+17,103.0,266.0,?,1
240.0,1970.0,981.0,214.0,1,4,1.69451e+17,1.95989e+17,1.99e+17,2.34e+17,2.46e+17,2.69032e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.41936e+17,3.58119e+17,3.76133e+17,3.94148e+17,63.0,2.0,?,0
229.0,1983.0,?,?,1,15,1.66045e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.35304e+17,3.58119e+17,3.76133e+17,3.94148e+17,1.0,4.0,?,0
283.0,1986.0,?,?,25,31,1.79245e+17,1.95989e+17,2.02e+17,?,2.44e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.32793e+17,3.44177e+17,3.76133e+17,3.84428e+17,19.0,33.0,?,0
177.0,1970.0,?,?,8,9,1.63694e+17,1.95989e+17,2.01e+17,?,2.45e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34812e+17,3.58846e+17,3.76861e+17,3.94875e+17,27.0,?,?,1
270.0,1983.0,?,?,9,13,1.71278e+17,1.95989e+17,2.12e+17,?,2.37e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38302e+17,3.58119e+17,3.76133e+17,3.94148e+17,18.0,22.0,?,1
302.0,1970.0,146.0,13.0,14,15,1.6807e+17,1.95989e+17,2.01e+17,2.18e+17,2.44e+17,2.55635e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.39441e+17,3.48399e+17,3.66413e+17,3.84428e+17,104.0,556.0,?,1
320.0,1980.0,33.0,6.0,2,12,1.62345e+17,1.95989e+17,2.14e+17,2.23e+17,2.46e+17,2.64229e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39522e+17,3.58119e+17,3.76133e+17,3.94148e+17,126.0,357.0,?,1
248.0,1980.0,?,?,2,11,1.69336e+17,1.95989e+17,2.02e+17,?,2.4e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.4029e+17,3.58119e+17,3.76133e+17,3.84428e+17,1.0,8.0,?,1
224.0,1983.0,?,?,2,11,1.67494e+17,1.95989e+17,2.15e+17,?,2.41e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38026e+17,3.44177e+17,3.66413e+17,3.84428e+17,1.0,13.0,?,1
245.0,1983.0,?,?,4,23,1.75427e+17,1.95989e+17,2.02e+17,?,2.4e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.30843e+17,3.58119e+17,3.76133e+17,3.94148e+17,1.0,163.0,?,1
227.0,1980.0,?,?,1,4,1.68777e+17,1.95989e+17,2.04e+17,?,2.45e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.41936e+17,3.58119e+17,3.76133e+17,3.94148e+17,6.0,1.0,?,1
243.0,1970.0,?,?,0,6,1.71653e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34873e+17,3.58119e+17,3.66413e+17,3.84428e+17,5.0,106.0,?,1
241.0,1970.0,70.0,1.0,4,26,1.70916e+17,1.95989e+17,2.13e+17,2.27e+17,2.5e+17,2.66964e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3365e+17,3.58119e+17,3.76133e+17,3.94148e+17,173.0,117.0,?,1
134.0,1980.0,17.0,?,5,9,1.68685e+17,1.95989e+17,2.09e+17,2.33e+17,2.38e+17,2.63828e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.3883e+17,3.48399e+17,3.76133e+17,3.94148e+17,316.0,348.0,4.07e+17,1
239.0,?,?,?,2,10,1.72966e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.30838e+17,3.58119e+17,3.66413e+17,3.84428e+17,3.0,1.0,?,1
330.0,1980.0,115.0,3.0,6,19,1.79305e+17,1.95989e+17,2.12e+17,2.3e+17,2.41e+17,2.6497e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31494e+17,3.58119e+17,3.76133e+17,3.84428e+17,136.0,39.0,?,1
